,0,1
174,"begowala (partly), sambrial, sialkot, punjab, pakistan","['Begowala, Sialkot, Punjab, Pakistan', 0.0, 32.4373933, 74.2678169]"
175,"begum kot, lahore city, lahore, punjab, pakistan","['Begum Kot Shahdara Town, Shahdara, Lahore, Punjab, Pakistan', 0.0, 31.6166787, 74.26708339999999]"
176,"begum kot, ravi town, lahore, punjab, pakistan","['Begum Kot Shahdara Town, Shahdara, Lahore, Punjab, Pakistan', 0.0, 31.6166787, 74.26708339999999]"
177,"behal dagar, bhakkar, bhakkar, punjab, pakistan","['Behal, Layyah, Punjab, Pakistan', 0.0, 31.4148785, 71.0081746]"
178,"behrh wal kalan, pattoki, kasur, punjab, pakistan","['Pattoki, Kasur, Punjab, Pakistan', 0.0, 31.0249373, 73.8479128]"
179,"belawala, jatoi, muzaffargarh, punjab, pakistan","['Jatoi, Muzaffargarh, Punjab, Pakistan', 0.0, 29.5068582, 70.85361639999999]"
180,"beroon kamalia, kamalia, toba tek singh, punjab, pakistan","['Kamalia, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.7221821, 72.64468289999999]"
181,"beroon khudian, kasur, kasur, punjab, pakistan","['Khudian - Kasur, Kasur, Punjab, Pakistan', 0.0, 31.1260412, 74.4143946]"
182,"besa, sarai alamgir, gujrat, punjab, pakistan","['Sarai Alamgir, Gujrat, Punjab, Pakistan', 0.0, 32.9084868, 73.7654367]"
183,"beur, kahuta, rawalpindi, punjab, pakistan","['Kahuta, Rawalpindi, Punjab, Pakistan', 0.0, 33.5896138, 73.3885526]"
184,"bewal, gujar khan, rawalpindi, punjab, pakistan","['Bewal, Rawalpindi, Punjab, Pakistan', 0.0, 33.338309, 73.448222]"
185,"bhabhabrana, jhang, jhang, punjab, pakistan","['Jhang, Punjab, Pakistan', 0.0, 31.27806829999999, 72.3316761]"
186,"bhadanah, gujar khan, rawalpindi, punjab, pakistan","['Bhadana, Rawalpindi, Punjab, Pakistan', 0.0, 33.2897639, 73.3576065]"
187,"bhagat pura, lahore city, lahore, punjab, pakistan","['Bhagat Pura Bhagatpura, Lahore, Punjab, Pakistan', 0.0, 31.60418949999999, 74.3521356]"
188,"bhagat pura, shalimar town, lahore, punjab, pakistan","['Shalimar Bagh, Shalimar Chowk, Grand Trunk Road, Lahore, 54000, Pakistan', 0.0, 31.5855486, 74.3824473]"
189,"bhago wal, sialkot, sialkot, punjab, pakistan","['Bhagowal, Sialkot, Punjab, Pakistan', 0.0, 32.4370003, 74.6707823]"
190,"bhakhi sharif, mandi bahauddin, mandi bahauddin, punjab, pakistan","['Bhikhi Sharif, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.4970903, 73.42096769999999]"
191,"bhalwal -i, bhalwal, sargodha, punjab, pakistan","['Bhalwal, Sargodha, Punjab, Pakistan', 0.0, 32.275141, 72.9047136]"
192,"bhalwal -ii, bhalwal, sargodha, punjab, pakistan","['Bhalwal, Sargodha, Punjab, Pakistan', 0.0, 32.275141, 72.9047136]"
193,"bhalwal -iii, bhalwal, sargodha, punjab, pakistan","['Bhalwal, Sargodha, Punjab, Pakistan', 0.0, 32.275141, 72.9047136]"
194,"bhalwal -iv, bhalwal, sargodha, punjab, pakistan","['Bhalwal, Sargodha, Punjab, Pakistan', 0.0, 32.275141, 72.9047136]"
195,"bhaman, lahore city, lahore, punjab, pakistan","['Bhaman Lahore, Punjab, Pakistan', 0.0, 31.5872166, 74.52728619999999]"
196,"bhaman, ravi town, lahore, punjab, pakistan","['Bhaman Lahore, Punjab, Pakistan', 0.0, 31.5872166, 74.52728619999999]"
197,"bhamman uc, ravi town, lahore, punjab, pakistan","['Kacha Ravi Rd, Daata Ganj Bakhsh Town, Lahore, Punjab, Pakistan', 0.0, 31.58886, 74.3044546]"
198,"bhar thanwala, daska, sialkot, punjab, pakistan","['Daska, Sialkot, Punjab, Pakistan', 0.0, 32.3362936, 74.36751679999999]"
199,"bharoki cheema, wazirabad, gujranwala, punjab, pakistan","['Bharoke Cheema Rd, Wazirabad, Gujranwala, Punjab, Pakistan', 0.0, 32.4238325, 74.10530659999999]"
200,"bhasin, lahore cantt, lahore, punjab, pakistan","['Bhasin Lahore, Punjab, Pakistan', 0.0, 31.6371859, 74.5038469]"
201,"bhasin, wahga town, lahore, punjab, pakistan","['Bhasin, Lahore, Punjab, Pakistan', 0.0, 31.6371859, 74.5038469]"
202,"bhata muhabat, depalpur, okara, punjab, pakistan","['Bhata, Rawalpindi, Punjab, Pakistan', 0.0, 33.4211062, 73.30159739999999]"
203,"bhatarta, sialkot, sialkot, punjab, pakistan","['Sialkot, Punjab, Pakistan', 0.0, 32.4944991, 74.5228916]"
204,"bhathian, kotli sattian, rawalpindi, punjab, pakistan","['Kotli Sattian, Rawalpindi, Punjab, Pakistan', 0.0, 33.8081622, 73.5255463]"
205,"bhati gate, lahore city, lahore, punjab, pakistan","['Qadimi Shehr Kucha Faqirkhana Walled City, Lahore, Punjab 54000, Pakistan', 0.0, 31.5790041, 74.30891129999999]"
206,"bhatti bhango, gujranwala, gujranwala, punjab, pakistan","['Bhatti Bhango, Gujranwala, Punjab, Pakistan', 0.0, 32.2326646, 74.3088879]"
207,"bhatti bhango, nandi pur town, gujranwala, punjab, pakistan","['Nandipur, Gujranwala, Punjab, Pakistan', 0.0, 32.2563141, 74.2637827]"
208,"bhattian, burewala, vehari, punjab, pakistan","['Burewala, Vehari, Punjab, Pakistan', 0.0, 30.15928389999999, 72.694262]"
209,"bheeri khord, shaker garh, narowal, punjab, pakistan","['Shakar Garh, Narowal, Punjab, Pakistan', 0.0, 32.25723900000001, 75.16037519999999]"
210,"bheeri khord, shakargarh, narowal, punjab, pakistan","['Shakar Garh, Narowal, Punjab, Pakistan', 0.0, 32.25723900000001, 75.16037519999999]"
211,"bhela gulab singha, depalpur, okara, punjab, pakistan","['Bhela, Pakpattan, Punjab, Pakistan', 0.0, 30.3432936, 73.5667744]"
212,"bhera -i, bhalwal, sargodha, punjab, pakistan","['Bhera, Sargodha, Punjab, Pakistan', 0.0, 32.4770072, 72.91357339999999]"
213,"bhera -ii, bhalwal, sargodha, punjab, pakistan","['Bhera, Sargodha, Punjab, Pakistan', 0.0, 32.4770072, 72.91357339999999]"
214,"bhianwala kalan, ferozewala, sheikhupura, punjab, pakistan","['Ferozewala, Sheikhupura, Punjab, Pakistan', 0.0, 31.6478908, 74.2840547]"
215,"bhianwala kalan, muridke, sheikhupura, punjab, pakistan","['Bhianwala kalan, UC M, 25 GT Rd, Canal Park, Muridke, Sheikhupura, Punjab, Pakistan', 0.0, 31.791498, 74.2558968]"
216,"bhimber kalan, kot radha kishen, kasur, punjab, pakistan","['Bhimber', 0.0, 32.9753066, 74.0858207]"
217,"bhon fazbla, depalpur, okara, punjab, pakistan","['Depalpur, Okara, Punjab, Pakistan', 0.0, 30.6769981, 73.6477342]"
218,"bhoochal kalan, kallar kahar, chakwal, punjab, pakistan","['Buchal Kalān, Chakwal, Punjab, Pakistan', 0.0, 32.6792196, 72.63581340000002]"
219,"bhopewal chak no. 23, pattoki, kasur, punjab, pakistan","['Chak No 23, Sargodha, Punjab, Pakistan', 0.0, 32.038763, 72.9180032]"
220,"bi bi pak daman, gulberg town, lahore, punjab, pakistan","['Bibi Pak Daman Road, Muhammad Nagar Garhi Shahu, Lahore, Punjab, Pakistan', 0.0, 31.5629565, 74.34004639999999]"
221,"bi bi pak daman, lahore city, lahore, punjab, pakistan","['Bibi Pak Daman Road, Muhammad Nagar Garhi Shahu, Lahore, Punjab, Pakistan', 0.0, 31.5629565, 74.34004639999999]"
222,"bilal ganj uc, data gb town, lahore, punjab, pakistan","['Bilal Ganj Lahore, Punjab, Pakistan', 0.0, 31.5802931, 74.3011878]"
223,"bilal gunj, lahore city, lahore, punjab, pakistan","['Bilal Ganj Lahore, Punjab, Pakistan', 0.0, 31.5802931, 74.3011878]"
224,"bilanwala, sialkot, sialkot, punjab, pakistan","['Ballan Wala, Sialkot, Punjab, Pakistan', 0.0, 32.5428426, 74.51776439999999]"
225,"bindyal, khushab, khushab, punjab, pakistan","['Bandyal, Khushab, Punjab, Pakistan', 0.0, 32.3509809, 71.82748459999999]"
226,"block 06, jahanian, khanewal, punjab, pakistan","['Block 06 Chichawatni, Sahiwal District, Punjab, Pakistan', 0.0, 30.5282645, 72.68643910000002]"
227,"bokan, jhelum, jhelum, punjab, pakistan","['Bokan Dakhli Adrana, Jhelum, Punjab, Pakistan', 0.0, 32.9797243, 73.4515365]"
228,"bokhara, jampur, rajanpur, punjab, pakistan","['Bukhara, Uzbekistan', 0.0, 39.7680827, 64.4555769]"
229,"bopra kalan, nowshera virkan, gujranwala, punjab, pakistan","['Nowshera Virkan, Gujranwala, Punjab, Pakistan', 0.0, 31.96295739999999, 73.97418739999999]"
230,"bosal sukha, malakwal, mandi bahauddin, punjab, pakistan","['Busal Sukha, Busal, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.3691131, 73.2986492]"
231,"botala jhanda singh, gujranwala, gujranwala, punjab, pakistan","['Botala Sardar Jhanda Singh, Gujranwala, Punjab, Pakistan', 0.0, 32.180682, 73.9785952]"
232,"botala jhanda singh, qila dedar singh town, gujranwala, punjab, pakistan","['Botala Sardar Jhanda Sing Rd, Qila Didar Singh, Gujranwala, Punjab, Pakistan', 0.0, 32.1375556, 74.0235106]"
233,"botala sharam singh, gujranwala, gujranwala, punjab, pakistan","['Butala Sharm Singh, Gujranwala, Punjab, Pakistan', 0.0, 32.0991494, 74.2487451]"
234,"botala sharam singh, khiali shah pur town, gujranwala, punjab, pakistan","['Butala Sharm Singh, Gujranwala, Punjab, Pakistan', 0.0, 32.0991494, 74.2487451]"
235,"budha goraia, daska, sialkot, punjab, pakistan","['Budha Goraya, Sialkot, Punjab, Pakistan', 0.0, 32.2632285, 74.4745435]"
236,"budho, mailsi, vehari, punjab, pakistan","['Budho Sharif, Sheikhupura, Punjab, Pakistan', 0.0, 31.5829026, 74.1016057]"
237,"butran wali, aroop town, gujranwala, punjab, pakistan","['Aroop, Gujranwala, Punjab, Pakistan', 0.0, 32.2214769, 74.2208673]"
238,"butran wali, gujranwala, gujranwala, punjab, pakistan","['Gujranwala, Punjab, Pakistan', 0.0, 32.1876919, 74.1944529]"
239,"cantt khel, gujar khan, rawalpindi, punjab, pakistan","['Gujar Khan, Rawalpindi, Punjab, Pakistan', 0.0, 33.2615676, 73.3057508]"
240,"canttonment, aroop town, gujranwala, punjab, pakistan","['Aroop, Gujranwala, Punjab, Pakistan', 0.0, 32.2214769, 74.2208673]"
241,"cenima road, khanewal, khanewal, punjab, pakistan","['Adu Baker Sadiqu Road, Khanewal, Punjab, Pakistan', 0.0, 30.304399, 71.9227961]"
242,"chabba porana, bhalwal, sargodha, punjab, pakistan","['Chaba Purana, Sargodha, Punjab, Pakistan', 0.0, 32.3379864, 72.9711542]"
243,"chachran, sadiqabad, rahim yar khan, punjab, pakistan","['Sadiqabad, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.3110941, 70.1261227]"
244,"chack 10 ghagh, kabirwala, khanewal, punjab, pakistan","['Chak 10, Khanewal, Punjab, Pakistan', 0.0, 30.3864434, 71.9705127]"
245,"chack 15 d, kabirwala, khanewal, punjab, pakistan","['Chak 15, Kasur, Punjab, Pakistan', 0.0, 31.09195, 74.0872892]"
246,"chack 22 ghagh, kabirwala, khanewal, punjab, pakistan","['Kabirwala, Khanewal, Punjab, Pakistan', 0.0, 30.4010623, 71.8630625]"
247,"chack 72/10r, khanewal, khanewal, punjab, pakistan","['Chak 72/10R, Khanewal, Punjab, Pakistan', 0.0, 30.2604097, 71.9905165]"
248,"chack no 202 w b, mailsi, vehari, punjab, pakistan","['Mailsi, Vehari, Punjab, Pakistan', 0.0, 29.8812878, 72.0942187]"
249,"chack no. a-10, liaquat pur, rahim yar khan, punjab, pakistan","['Unnamed Road, چک نمبر 114 پی, Pakistan', 0.0, 28.3272236, 70.2897277]"
250,"chadru, mianwali, mianwali, punjab, pakistan","['Mianwali, Punjab, Pakistan', 0.0, 32.5839229, 71.53702969999999]"
251,"chah mira, lahore city, lahore, punjab, pakistan","['Chah Miran, Lahore, Punjab, Pakistan', 0.0, 31.58930579999999, 74.3426179]"
252,"chah sultan, rawalpindi, rawalpindi, punjab, pakistan","['Chah Sultan Rawalpindi, Punjab, Pakistan', 0.0, 33.6211594, 73.07742019999999]"
253,"chahan, rawalpindi, rawalpindi, punjab, pakistan","['Chahan, Rawalpindi, Punjab, Pakistan', 0.0, 33.4231715, 72.8781322]"
254,"chak # 146 j.b, chiniot, chiniot, punjab, pakistan","['Chak 146, Bahawalpur, Punjab, Pakistan', 0.0, 29.6031313, 72.67276749999999]"
255,"chak 1 p, khanpur, rahim yar khan, punjab, pakistan","['Chak 1 P, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.6689069, 70.74286599999999]"
256,"chak 102 eb, burewala, vehari, punjab, pakistan","['Chak 102/EB, Vehari, Punjab, Pakistan', 0.0, 30.3066442, 72.7429652]"
257,"chak 104/15 l, mian channu, khanewal, punjab, pakistan","['Chak 104/15.L, Khanewal, Punjab, Pakistan', 0.0, 30.2740599, 72.2415606]"
258,"chak 108/15l, mian channu, khanewal, punjab, pakistan","['Chak No. 108/15-L, Khanewal, Punjab, Pakistan', 0.0, 30.3487262, 72.2319376]"
259,"chak 116 eb, burewala, vehari, punjab, pakistan","['Chak 116/EB, Vehari, Punjab, Pakistan', 0.0, 30.3160865, 72.6760931]"
260,"chak 118 rb, sangla hill, nankana sahib, punjab, pakistan","['Sangla Hill, Nankana Sahib, Punjab, Pakistan', 0.0, 31.7116523, 73.3885526]"
261,"chak 119 rb, sangla hill, nankana sahib, punjab, pakistan","['Chak 119, Layyah, Punjab, Pakistan', 0.0, 31.0540277, 71.0434624]"
262,"chak 119 wb, mailsi, vehari, punjab, pakistan","['Chak 119, Layyah, Punjab, Pakistan', 0.0, 31.0540277, 71.0434624]"
263,"chak 12/8ar, mian channu, khanewal, punjab, pakistan","['Mian Channu, Khanewal, Punjab, Pakistan', 0.0, 30.4390184, 72.3552112]"
264,"chak 122 rb, sangla hill, nankana sahib, punjab, pakistan","['Chak No 122/WB, Vehari, Punjab, Pakistan', 0.0, 30.0034309, 71.9490257]"
265,"chak 134 eb, burewala, vehari, punjab, pakistan","['Chak 134 EB, Vehari, Punjab, Pakistan', 0.0, 30.2470798, 72.628422]"
266,"chak 14/8 r east, khanewal, khanewal, punjab, pakistan","['Chak 14/8-R, Khanewal, Punjab, Pakistan', 0.0, 30.4568038, 72.12828429999999]"
267,"chak 142 eb, burewala, vehari, punjab, pakistan","['Chak 142/EB, Vehari, Punjab, Pakistan', 0.0, 30.2158891, 72.58924379999999]"
268,"chak 146 jb, chiniot, chiniot, punjab, pakistan","['Chak 146, Bahawalpur, Punjab, Pakistan', 0.0, 29.6031313, 72.67276749999999]"
269,"chak 158 wb, mailsi, vehari, punjab, pakistan","['Chak No 111 W B, Vehari, Punjab, Pakistan', 0.0, 29.9674603, 72.2060278]"
270,"chak 168 rb, shah kot, nankana sahib, punjab, pakistan","['Chak Number 168, Layyah, Punjab, Pakistan', 0.0, 30.8200565, 71.0846019]"
271,"chak  173 eb, burewala, vehari, punjab, pakistan","['173EB, Pakpattan, Punjab, Pakistan', 0.0, 30.2757992, 72.90323699999999]"
272,"chak 173 murad, chishtian, bahawalnagar, punjab, pakistan","['Chak 173/M, Bahawalnagar, Punjab, Pakistan', 0.0, 29.6166129, 72.88477790000002]"
273,"chak 174 wb, vehari, vehari, punjab, pakistan","['Chak 174 WB, Vehari, Punjab, Pakistan', 0.0, 30.0401102, 72.155682]"
274,"chak 175 eb, burewala, vehari, punjab, pakistan","['Chak 175 EB, Vehari, Punjab, Pakistan', 0.0, 30.2870122, 72.8825627]"
275,"chak 175 rb, shah kot, nankana sahib, punjab, pakistan","['Chak No. 175 R.B, Nankana Sahib, Punjab, Pakistan', 0.0, 31.599094, 73.616826]"
276,"chak 177wb, mailsi, vehari, punjab, pakistan","['Mailsi, Vehari, Punjab, Pakistan', 0.0, 29.7921021, 72.1771541]"
277,"chak 18 rb, sangla hill, nankana sahib, punjab, pakistan","['Rukh Mundeke Khurd, Kasur, Punjab, Pakistan', 0.0, 31.10182439999999, 74.0549812]"
278,"chak 184 jb, bhawana, chiniot, punjab, pakistan","['Bhawana, Chiniot, Punjab, Pakistan', 0.0, 31.5659069, 72.64468289999999]"
279,"chak 187 eb, burewala, vehari, punjab, pakistan","['Gaggoo Mandi, Vehari, Punjab, Pakistan', 0.0, 30.2268171, 72.8274438]"
280,"chak 188wb, mailsi, vehari, punjab, pakistan","['Chak No 188/WB, Vehari, Punjab, Pakistan', 0.0, 29.9865847, 72.0327425]"
281,"chak 191 eb, burewala, vehari, punjab, pakistan","['Chak 191 EB, Vehari, Punjab, Pakistan', 0.0, 30.2543179, 72.805757]"
282,"chak 194 wb, mailsi, vehari, punjab, pakistan","['194/W.B, Vehari, Punjab, Pakistan', 0.0, 29.9757065, 72.01496379999999]"
283,"chak 195 jb, bhawana, chiniot, punjab, pakistan","['Chak 195, Bahawalnagar, Punjab, Pakistan', 0.0, 29.36841769999999, 73.1489746]"
284,"chak 201 eb, burewala, vehari, punjab, pakistan","['Chak 201 EB, Vehari, Punjab, Pakistan', 0.0, 30.2015962, 72.7673451]"
285,"chak 208 jb, bhawana, chiniot, punjab, pakistan","['208 RB, Faisalabad, Punjab, Pakistan', 0.0, 31.4254166, 73.16593780000001]"
286,"chak 21 rb, sangla hill, nankana sahib, punjab, pakistan","['Sangla Hill, Nankana Sahib, Punjab, Pakistan', 0.0, 31.7116523, 73.3885526]"
287,"chak 213 wb, mailsi, vehari, punjab, pakistan","['Chak 213 WB, Vehari, Punjab, Pakistan', 0.0, 29.8589203, 71.9794035]"
288,"chak 259 eb, burewala, vehari, punjab, pakistan","['Dars Wali, Burewala, Vehari, Punjab, Pakistan', 0.0, 30.1707371, 72.7174746]"
289,"chak 265 eb, burewala, vehari, punjab, pakistan","['Chak 265/EB, Vehari, Punjab, Pakistan', 0.0, 30.1480424, 72.7643901]"
290,"chak 289 eb, burewala, vehari, punjab, pakistan","['Chak 289 EB, Vehari, Punjab, Pakistan', 0.0, 30.1239878, 72.8353005]"
291,"chak 29 a, liaquat pur, rahim yar khan, punjab, pakistan","['Chak 29 A Bara, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.912546, 70.9806851]"
292,"chak 317 eb, burewala, vehari, punjab, pakistan","['Chak 317/EB, Vehari, Punjab, Pakistan', 0.0, 30.060264, 72.77251629999999]"
293,"chak 327 eb, burewala, vehari, punjab, pakistan","['Chak 327 EB, Vehari, Punjab, Pakistan', 0.0, 30.1024875, 72.71710519999999]"
294,"chak 40 rb, sangla hill, nankana sahib, punjab, pakistan","['Sangla Hill, Nankana Sahib, Punjab, Pakistan', 0.0, 31.7116523, 73.3885526]"
295,"chak 403 eb, burewala, vehari, punjab, pakistan","['Burewala, Vehari, Punjab, Pakistan', 0.0, 30.15928389999999, 72.694262]"
296,"chak 41 p, khanpur, rahim yar khan, punjab, pakistan","['Chak 7/P, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.5890082, 70.6952872]"
297,"chak 41 rb, sangla hill, nankana sahib, punjab, pakistan","['Chak 41, Sheikhupura, Punjab, Pakistan', 0.0, 31.7175207, 74.32868669999999]"
298,"chak 411 eb, burewala, vehari, punjab, pakistan","['Burewala, Vehari, Punjab, Pakistan', 0.0, 30.15928389999999, 72.694262]"
299,"chak 43/15 l, mian channu, khanewal, punjab, pakistan","['Chak 43/15 L, Khanewal, Punjab, Pakistan', 0.0, 30.4850443, 72.4302529]"
300,"chak 44 rb, shah kot, nankana sahib, punjab, pakistan","['Shahkot, Nankana Sahib, Punjab, Pakistan', 0.0, 31.57574769999999, 73.4814918]"
301,"chak 45 kb, burewala, vehari, punjab, pakistan","['Chak 45/KB, Vehari, Punjab, Pakistan', 0.0, 30.0036112, 72.69752369999999]"
302,"chak 45 rb, sangla hill, nankana sahib, punjab, pakistan","['Chak 45, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.3434367, 73.25147199999999]"
303,"chak 451 eb, burewala, vehari, punjab, pakistan","['Chak 451 Vehari, Punjab, Pakistan', 0.0, 30.1372547, 72.6509652]"
304,"chak 46 rb, sangla hill, nankana sahib, punjab, pakistan","['Chak 46, Sargodha, Punjab, Pakistan', 0.0, 31.8823716, 72.7747325]"
305,"chak 47 kb, burewala, vehari, punjab, pakistan","['Chak 47, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.2905967, 73.2020726]"
306,"chak 48 rb, shah kot, nankana sahib, punjab, pakistan","['Shahkot, Nankana Sahib, Punjab, Pakistan', 0.0, 31.57574769999999, 73.4814918]"
307,"chak 5 rb, sangla hill, nankana sahib, punjab, pakistan","['Nankana Rd, Shahkot, Nankana Sahib, Punjab, Pakistan', 0.0, 31.5732716, 73.4855912]"
308,"chak 52 kb, burewala, vehari, punjab, pakistan","['Chak 52 WB, Vehari, Punjab, Pakistan', 0.0, 30.111284, 72.18529819999999]"
309,"chak 6 a, liaquat pur, rahim yar khan, punjab, pakistan","['Chak 6 A, Rahim Yar Khan, Punjab, Pakistan', 0.0, 29.0294642, 71.0044599]"
310,"chak 64/10r, khanewal, khanewal, punjab, pakistan","['Chak 64/10R, Khanewal, Punjab, Pakistan', 0.0, 30.1965191, 72.0268164]"
311,"chak 84 wb, mailsi, vehari, punjab, pakistan","['Chak 84 WB, Vehari, Punjab, Pakistan', 0.0, 30.0607286, 72.12828429999999]"
312,"chak 87 p, rahim yar khan, rahim yar khan, punjab, pakistan","['Chak 87/P New 26, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.3675621, 70.3740105]"
313,"chak 89 rb, shah kot, nankana sahib, punjab, pakistan","['Shahkot, Nankana Sahib, Punjab, Pakistan', 0.0, 31.57574769999999, 73.4814918]"
314,"chak 96 eb, burewala, vehari, punjab, pakistan","['Chak 96/EB, Vehari, Punjab, Pakistan', 0.0, 30.3529545, 72.811666]"
315,"chak amro, shaker garh, narowal, punjab, pakistan","['Chak Aamru, Narowal, Punjab, Pakistan', 0.0, 32.3741456, 75.1764262]"
316,"chak amro, shakargarh, narowal, punjab, pakistan","['Chak Aamru, Narowal, Punjab, Pakistan', 0.0, 32.3741456, 75.1764262]"
317,"chak beedi, pakpattan, pakpattan, punjab, pakistan","['Chak Bedi, Pakpattan, Punjab, Pakistan', 0.0, 30.4869793, 73.4975656]"
318,"chak beli khan, rawalpindi, rawalpindi, punjab, pakistan","['Chak Beli Khan, Rawalpindi, Punjab, Pakistan', 0.0, 33.2360035, 72.91209680000001]"
319,"chak dudhu, zafarwal, narowal, punjab, pakistan","['Dudhu Chak, Narowal, Punjab, Pakistan', 0.0, 32.267253, 75.0246062]"
320,"chak hammta, lodhran, lodhran, punjab, pakistan","['Chak Himta, Lodhran, Punjab, Pakistan', 0.0, 29.6387323, 71.59464919999999]"
321,"chak hyderabad, nankana sahib, nankana sahib, punjab, pakistan","['Chak Hyderabad, Nankana Sahib, Punjab, Pakistan', 0.0, 31.1828762, 73.5527872]"
322,"chak hyderabad, kabirwala, khanewal, punjab, pakistan","['Kabirwala, Khanewal, Punjab, Pakistan', 0.0, 30.4010623, 71.8630625]"
323,"chak jalal din, rawalpindi, rawalpindi, punjab, pakistan","['Girja Rd, Rawalpindi, Punjab, Pakistan', 0.0, 33.5753027, 73.0152799]"
324,"chak jani kalan, kharian, gujrat, punjab, pakistan","['Jani Chak, Gujrat, Punjab, Pakistan', 0.0, 32.6054076, 73.8521981]"
