UC_Survey,TEHSIL_Survey,DISTRICT_Survey,Column1,Google API Returned Value,UC_Shape,TEHSIL_Shape,DISTRICT_Shape
chak no. 22g.b, jaranwala, faisalabad,,"['Chak 22 GB, Faisalabad, Punjab, Pakistan', 0.0, 31.2780374, 73.3723433]",jaranwala -,jaranwala,faisalabad
chak no. 23/2 l, renala khurd, okara,,"['23/2-L, Okara, Punjab, Pakistan', 0.0, 30.8448039, 73.55205099999999]",chak 23/2-l,renala khurd,okara
chak no. 23/3r, haroonabad, bahawalnagar,,"['Chak 23/3R, Bahawalnagar, Punjab, Pakistan', 0.0, 29.6266903, 73.03868299999999]",chak no. 42/,haroonabad,bahawalnagar
chak no. 235g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad
chak no. 239g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad
chak no. 240g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad
chak no. 24b.c, bahawalpur, bahawalpur,,"['Punjab، Pakistan', 0.0, 29.239369, 71.72218099999999]",chak no 024/bc,bahawalpur,bahawalpur
chak no. 250/j.b, jhang, jhang,,"['Chak 250 JB, Jhang, Punjab, Pakistan', 0.0, 31.3697881, 72.6476393]",chak no.159/jb,jhang,jhang
chak no. 251/g.b, toba tek singh, toba tek singh,,"['Chak 251 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.9373519, 72.68163559999999]",361 gb,toba tek singh,toba tek singh
chak no. 253 r.b, faisalabad sadar, faisalabad,,"[', Punjab, Pakistan', 0.0, 31.2905, 73.00627]",chak no. 231,faisalabad saddar,faisalabad
chak no. 256r.b, faisalabad sadar, faisalabad,,"['Chak 256 RB, Faisalabad, Punjab, Pakistan', 0.0, 31.2822562, 72.9335068]",chak no. 84/,faisalabad saddar,faisalabad
chak no.  257/e.b, burewala, vehari,,"[', Punjab, Pakistan', 0.0, 30.1645022, 72.7578103]",199/eb,burewala,vehari
chak no. 257/r.b, faisalabad sadar, faisalabad,,"['Chak No 202 R.B Bhaiwala, Faisalabad Sangla Hill Road, Bhai Wala, Faisalabad, Punjab, Pakistan', 0.0, 31.4685119, 73.1307073]",chak no. 199,faisalabad saddar,faisalabad
chak no. 258/r.b, faisalabad sadar, faisalabad,,"['Chak 258 RB Laman Pind, Faisalabad, Punjab, Pakistan', 0.0, 31.2397553, 73.0242932]",chak no. 245,faisalabad saddar,faisalabad
chak no. 260r.b jalandhar, faisalabad sadar, faisalabad,,"['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]",faisalabad c,faisalabad city,faisalabad
chak no. 262/g.b, toba tek singh, toba tek singh,,"['Chak 262 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8286071, 72.5988541]",350 gb,toba tek singh,toba tek singh
chak no. 267/e.b, burewala, vehari,,"['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]",225/eb,burewala,vehari
chak no. 268r.b, faisalabad sadar, faisalabad,,"['Chak No 202 R.B Bhaiwala, Faisalabad Sangla Hill Road, Bhai Wala, Faisalabad, Punjab, Pakistan', 0.0, 31.4685119, 73.1307073]",chak no. 199,faisalabad saddar,faisalabad
chak no. 269/g.b, toba tek singh, toba tek singh,,"['Chak 269 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.7771111, 72.59367929999999]",bahroon kama,kamalia,toba tek singh
chak no. 27/4 l, okara, okara,,"['Okara, Punjab, Pakistan', 0.0, 30.7055165, 73.4012782]",chak 32/2l,okara,okara
chak no. 272 h r, fortabbas, bahawalnagar,,"['272/H.R Rd, Fort Abbas, Bahawalnagar, Punjab, Pakistan', 0.0, 29.2067506, 72.8684237]",chak no. 264,fortabbas,bahawalnagar
chak no. 273g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad
chak no. 275j.b, faisalabad sadar, faisalabad,,"['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]",faisalabad c,faisalabad city,faisalabad
chak no. 275r.b, faisalabad sadar, faisalabad,,"['Chak 275 RB Kartarpur, Faisalabad, Punjab, Pakistan', 0.0, 31.1675849, 72.8205292]",chak no. 388,samundri,faisalabad
chak no. 278/j.b, gojra, toba tek singh,,"['Chak 288 JB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.0420518, 72.5995933]",toba tek sin,toba tek singh,toba tek singh
chak no 279 r b khurd, faisalabad city, faisalabad,,"['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]",faisalabad c,faisalabad city,faisalabad
chak no. 27j.b, faisalabad sadar, faisalabad,,"['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]",faisalabad c,faisalabad city,faisalabad
chak no. 28 gajjiani, chishtian, bahawalnagar,,"['Chak No. 28, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.4127444, 73.16962529999999]",warryait,malikwal,mandi bahauddin
chak no. 281/j.b doakhari, gojra, toba tek singh,,"['Chak 281 JB Dawakhary, Jhang, Punjab, Pakistan', 0.0, 31.2583883, 72.75921869999999]",281 jb,gojra,toba tek singh
chak no. 282g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad
chak no. 283g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad
chak no. 284/g.b, toba tek singh, toba tek singh,,"['Chak 285 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8551218, 72.5692828]",517/gb,toba tek singh,toba tek singh
chak no. 284/j.b, toba tek singh, toba tek singh,,"['Chak 288 JB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.0420518, 72.5995933]",toba tek sin,toba tek singh,toba tek singh
chak no. 287/e.b, burewala, vehari,,"['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]",225/eb,burewala,vehari
chak no. 290/j.b, toba tek singh, toba tek singh,,"['Chak No 286 JB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.0593289, 72.6040287]",toba tek sin,toba tek singh,toba tek singh
chak no. 291/e.b, burewala, vehari,,"['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]",225/eb,burewala,vehari
chak no. 292/r.b jhagian, sangla hill, nankana sahib,,"['Sangla Hill, Nankana Sahib, Punjab, Pakistan', 0.0, 31.7116523, 73.3885526]",langowal,safdarabad,sheikhupura
chak no. 295/g.b, toba tek singh, toba tek singh,,"['Chak 295 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.9402074, 72.501256]",296 gb,toba tek singh,toba tek singh
chak no. 296/g.b, toba tek singh, toba tek singh,,"[', Punjab, Pakistan', 0.0, 30.9474971, 72.4531855]",301 gb,toba tek singh,toba tek singh
chak no. 30/10r, khanewal, khanewal,,"['Chak Number 30/10.R, Khanewal, Punjab, Pakistan', 0.0, 30.3072685, 72.1307485]",36/10-r,khanewal,khanewal
chak no. 30/3r, haroonabad, bahawalnagar,,[],Not Found,Not Found,Not Found
chak no. 301/g.b, toba tek singh, toba tek singh,,"['Chak 301 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.0940487, 72.6542911]",323 jb,toba tek singh,toba tek singh
chak no. 301/j.b, gojra, toba tek singh,,"[', Punjab, Pakistan', 0.0, 30.9183937, 72.4066833]",316 gb,toba tek singh,toba tek singh
chak no. 305/e.b, burewala, vehari,,"['Chak 305 E.B., Vehari, Punjab, Pakistan', 0.0, 30.0924542, 72.78027279999999]",225/eb,burewala,vehari
chak no. 30j.b, faisalabad sadar, faisalabad,,"['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]",faisalabad c,faisalabad city,faisalabad
chak no 31-b, rahim yar khan, rahim yar khan,,"['Chak No 31/EB, Pakpattan, Punjab, Pakistan', 0.0, 30.2546924, 73.117995]",75/eb,arifwala,pakpattan
chak no. 31/2 r, okara, okara,,"['Okara, Punjab, Pakistan', 0.0, 30.6593444, 73.3703685]",pipli pahar,depalpur,okara
chak no. 314/g.b, toba tek singh, toba tek singh,,"['Chak 314 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.832325, 72.4450467]",pir mahal -,kamalia,toba tek singh
chak no. 316/g.b, toba tek singh, toba tek singh,,"[', Punjab, Pakistan', 0.0, 30.8602194, 72.3444171]",plot c,kamalia,toba tek singh
chak no. 316/j.b, gojra, toba tek singh,,"['Chak 316 JB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.0908637, 72.56115009999999]",393 jb,toba tek singh,toba tek singh
chak no. 32/2 l, okara, okara,,"['Okara, Punjab, Pakistan', 0.0, 30.7336481, 73.5343403]",chak 32/2l,okara,okara
chak no. 323/j.b, toba tek singh, toba tek singh,,"['Chak 323 JB Tarandi, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.99342699999999, 72.5093906]",toba tek sin,toba tek singh,toba tek singh
chak no. 327/j.b, toba tek singh, toba tek singh,,"['Toba Tek Singh, Punjab, Pakistan', 0.0, 30.9841334, 72.48450810000001]",301 gb,toba tek singh,toba tek singh
chak no. 328/j.b, toba tek singh, toba tek singh,,"['FW Centre Chak No . 328/JB T .T . Singh, Toba Tek Singh District, 36050, Pakistan', 0.0, 30.97006, 72.50071]",296 gb,toba tek singh,toba tek singh
chak no. 32g.b, jaranwala, faisalabad,,"['Chak 32 GB, Faisalabad, Punjab, Pakistan', 0.0, 31.2433563, 73.1902741]",chak no. 32/,jaranwala,faisalabad
chak no. 33/1 al, renala khurd, okara,,"['Chak No. 33/1-AL, Okara, Punjab, Pakistan', 0.0, 30.868204, 73.6734874]",chak 18/1l,renala khurd,okara
chak no. 330/g.b, toba tek singh, toba tek singh,,"['Chak 330 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.7860385, 72.332593]",chak no.497/jb,shorkot,jhang
chak no. 333/g.b, toba tek singh, toba tek singh,,"['Chak 333 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.7998756, 72.391785]",chak no. 674,kamalia,toba tek singh
chak no. 334/j.b, gojra, toba tek singh,,"['Gojra, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.1504688, 72.6811507]",158 gb,gojra,toba tek singh
chak no. 335/w.b, mailsi, vehari,,"['Mailsi, Vehari, Punjab, Pakistan', 0.0, 29.7921021, 72.1771541]",burana khas,mailsi,vehari
chak no. 338/j.b, gojra, toba tek singh,,"['FW Centre chak 338/JB, Mohalla Aashiqan e Mustafa, Naya Lahore, Toba Tek Singh District, Punjab 36120, Pakistan', 0.0, 31.32247, 72.72828]",chak no.250/jb,jhang,jhang
chak no. 34/w.b, vehari, vehari,,"['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]",225/eb,burewala,vehari
chak no. 342/g.b, toba tek singh, toba tek singh,,"['Chak 342 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8187305, 72.42729400000002]",pir mahal -,kamalia,toba tek singh
chak no. 345/g.b, gojra, toba tek singh,,"['Chak 285 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8551218, 72.5692828]",517/gb,toba tek singh,toba tek singh
chak no. 349/g.b, gojra, toba tek singh,,"['Gojra - Toba Tek Singh Rd, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.0513335, 72.5850379]",toba tek sin,toba tek singh,toba tek singh
chak no. 34g.d, okara, okara,,"['Okara, Punjab, Pakistan', 0.0, 30.8138017, 73.45337789999999]",chak 52/2l,okara,okara
chak no. 350/g.b, toba tek singh, toba tek singh,,"['Chak 350 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8956681, 72.4857257]",333 gb,toba tek singh,toba tek singh
chak no. 353g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad
chak no. 354 qadir abad, gojra, toba tek singh,,"['Gojra, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.1504688, 72.6811507]",158 gb,gojra,toba tek singh
chak no. 36, pattoki, kasur,,"['Pattoki, Kasur, Punjab, Pakistan', 0.0, 31.032875, 73.85729940000002]",chak 4 jagow,chunian,kasur
chak no 36-g, rahim yar khan, rahim yar khan,,"['Chak, Sadiqabad, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.3320198, 70.1161834]",roshan bhaint,sadiqabad,rahim yar khan
chak no. 36/10r, khanewal, khanewal,,"['Chak 36/10R, Khanewal, Punjab, Pakistan', 0.0, 30.341554, 72.12606269999999]",19/9-r,khanewal,khanewal
chak no.  361/g.b, toba tek singh, toba tek singh,,"['Chak 361 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.9095894, 72.5811117]",517/gb,toba tek singh,toba tek singh
chak no. 363g.b, jaranwala, faisalabad,,"['Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.3453951, 73.4298073]",chak no. 147,jaranwala,faisalabad
chak no. 364g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad
chak no. 367/j.b, gojra, toba tek singh,,"['Chak 288 JB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.0420518, 72.5995933]",toba tek sin,toba tek singh,toba tek singh
chak no. 36a/4l, okara, okara,,"['Okara, Punjab, Pakistan', 0.0, 30.8138017, 73.45337789999999]",chak 52/2l,okara,okara
chak no. 36d.n.b, yazman, bahawalpur,,"['Chak 114/DNB, Bahawalpur, Punjab, Pakistan', 0.0, 29.0777983, 71.4855913]",chak no 067/d b,yazman,bahawalpur
chak no 37/1, gujranwala, gujranwala,,"['Street 37, Sector Y Peoples Colony, Gujranwala, Punjab, Pakistan', 0.0, 32.1313024, 74.2097924]",gujranwala c,gujranwala city,gujranwala
chak no 37/1, nandi pur town, gujranwala,,"['Chak No 37/SP, Pakpattan, Punjab, Pakistan', 0.0, 30.3559465, 73.3347624]",dhamara,pakpattan,pakpattan
chak no. 37/b.c, bahawalpur, bahawalpur,,"['Chak No 37/SP, Pakpattan, Punjab, Pakistan', 0.0, 30.3559465, 73.3347624]",dhamara,pakpattan,pakpattan
chak no 371/gb, nankana sahib, nankana sahib,,"['Nankana Sahib, Punjab, Pakistan', 0.0, 31.449151, 73.712479]",walgon machr,nankana sahib,sheikhupura
chak no. 375/j.b, toba tek singh, toba tek singh,,"['Chak 285 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8551218, 72.5692828]",517/gb,toba tek singh,toba tek singh
chak no. 378g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad
chak no. 37g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad
chak no 38, ferozewala, sheikhupura,,"['Chak No. 38, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.5004858, 73.46147959999999]",kuthiala shi,mandi bahauddin,mandi bahauddin
chak no 38/2, nandi pur town, gujranwala,,"['Chak No. 38, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.5004858, 73.46147959999999]",kuthiala shi,mandi bahauddin,mandi bahauddin
chak no. 383g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad
chak no. 388/j.b, toba tek singh, toba tek singh,,"['Chak 388 JB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.060817, 72.4302529]",chak no.485/jb,shorkot,jhang
chak no. 388g.b, summundri, faisalabad,,"['Faisalabad Road, Sharif Abad Chak 467 GB, Samundri, Faisalabad, Punjab 37300, Pakistan', 0.0, 31.076764, 72.9672861]",chak no. 138,samundri,faisalabad
chak no 39/3, gujranwala, gujranwala,,"['Street Number 39, Qasim Town, Gujranwala, Punjab, Pakistan', 0.0, 32.1705971, 74.2104648]",gujranwala c,gujranwala city,gujranwala
chak no 39/3, qila dedar singh town, gujranwala,,"['Street Number 39, Qasim Town, Gujranwala, Punjab, Pakistan', 0.0, 32.1705971, 74.2104648]",gujranwala c,gujranwala city,gujranwala
chak no. 391/j.b, toba tek singh, toba tek singh,,"['FW Centre Chak No, Chak 391 JB, Toba Tek Singh District, Punjab 36050, Pakistan', 0.0, 31.01082, 72.43697999999999]",314 gb,toba tek singh,toba tek singh
chak no. 393/j.b, toba tek singh, toba tek singh,,"['Chak No 393 Toba Tek Singh, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.9718196, 72.47389249999999]",301 gb,toba tek singh,toba tek singh
chak no. 39g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad
chak no. 4 g.d, renala khurd, okara,,"['Chak No 4/G-D, Okara, Punjab, Pakistan', 0.0, 30.9749436, 73.5873853]",kaman,renala khurd,okara
chak no 4/1al, renala khurd, okara,,"['Chak 4/1 AL, Okara, Punjab, Pakistan', 0.0, 30.9765215, 73.723513]",kaman,renala khurd,okara
chak no 4/4 l, okara, okara,,"['Okara, Punjab, Pakistan', 0.0, 30.7878035, 73.41264009999999]",chak 44/2l,okara,okara
chak no 4/ah, khanewal, khanewal,,"['Chak no 4/AH, Khanewal, Punjab, Pakistan', 0.0, 30.4085411, 71.99866589999999]",nabi pur,kabirwala,khanewal
chak no. 4/ah, khanewal, khanewal,,"['Chak no 4/AH, Khanewal, Punjab, Pakistan', 0.0, 30.4085411, 71.99866589999999]",nabi pur,kabirwala,khanewal
chak no. 40/3 r, okara, okara,,"['Chak 16-1/L, Okara, Punjab, Pakistan', 0.0, 30.8386061, 73.59032959999999]",chak 23/2-l,renala khurd,okara
chak no 40/4, aroop town, gujranwala,,"['Chak No. 40 SB, Sargodha, Punjab, Pakistan', 0.0, 31.9236319, 72.8234835]",100 sb,sargodha,sargodha
chak no. 400g.b, tandlian wala, faisalabad,,"['Chak 400 GB, Faisalabad, Punjab, Pakistan', 0.0, 30.9688785, 73.0567611]",chak no. 420,tandlianwala,faisalabad
chak no. 403/e.b, burewala, vehari,,"['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]",225/eb,burewala,vehari
chak no. 405g.b, tandlian wala, faisalabad,,"['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]",faisalabad c,faisalabad city,faisalabad
chak no. 40a/4l, okara, okara,,"['Okara, Punjab, Pakistan', 0.0, 30.8138017, 73.45337789999999]",chak 52/2l,okara,okara
chak no 41/5, aroop town, gujranwala,,"['Chak No. 41 SB, Sargodha, Punjab, Pakistan', 0.0, 31.9091251, 72.83825470000001]",40 sb,sargodha,sargodha
chak no. 411/gb, tandlian wala, faisalabad,,"['Chak 411 GB Majhiana, Faisalabad, Punjab, Pakistan', 0.0, 31.0219145, 73.1356981]",chak no. 429,tandlianwala,faisalabad
chak no. 416g.b, tandlian wala, faisalabad,,"['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]",faisalabad c,faisalabad city,faisalabad
chak no. 41j.b, faisalabad sadar, faisalabad,,"['Kohala Chak No.7, J.B., Faisalabad, Punjab, Pakistan', 0.0, 31.5029618, 73.06266389999999]",chak no. 115,faisalabad saddar,faisalabad
chak no. 42-a, liaquat pur, rahim yar khan,,"['Chak, Sadiqabad, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.3320198, 70.1161834]",roshan bhaint,sadiqabad,rahim yar khan
chak no. 42 fateh, chishtian, bahawalnagar,,"['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]",8/11.l,chichawatni,sahiwal
chak no. 42/3 r, okara, okara,,"['Chak No. 42/3-R Suchan Wala Tehsil &, Okara, Punjab 56300, Pakistan', 0.0, 30.8005, 73.3862007]",chak 4/4l,okara,okara
chak no. 42/3r, haroonabad, bahawalnagar,,"['Chak No.43/3R Tehsil، Bahawalnagar, 62100, Pakistan', 0.0, 29.54693, 72.91888]",chak no. 105,haroonabad,bahawalnagar
chak no 42/6, aroop town, gujranwala,,"['Chak 42/12 L, Sahiwal District, Punjab, Pakistan', 0.0, 30.48570699999999, 72.6786796]",45/12-l,chichawatni,sahiwal
chak no. 420 g.b, tandlian wala, faisalabad,,"['Chak 420 GB Jhok Burhan, Faisalabad, Punjab, Pakistan', 0.0, 31.047565, 73.1246338]",chak no. 364,jaranwala,faisalabad
chak no. 422 g.b, tandlian wala, faisalabad,,"['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]",faisalabad c,faisalabad city,faisalabad
chak no. 422 j.b, gojra, toba tek singh,,"['Gojra, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.1504688, 72.6811507]",158 gb,gojra,toba tek singh
chak no. 425/eb, burewala, vehari,,"['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]",225/eb,burewala,vehari
chak no. 429 g.b, tandlian wala, faisalabad,,"['Taliara AuRa, Faisalabad, Punjab, Pakistan', 0.0, 31.1067711, 73.1906765]",chak no. 37/,jaranwala,faisalabad
chak no. 43/10-r, khanewal, khanewal,,"['Chak 43/10R, Khanewal, Punjab, Pakistan', 0.0, 30.1925331, 72.05792699999999]",78/15-l,mian channu,khanewal
chak no 43/7, aroop town, gujranwala,,"['Chak No 43, Sheikhupura, Punjab, Pakistan', 0.0, 31.7286977, 74.3015545]",baoli jamada,ferozewala,sheikhupura
chak no 43/7, gujranwala, gujranwala,,"['Chak No 43, Sheikhupura, Punjab, Pakistan', 0.0, 31.7286977, 74.3015545]",baoli jamada,ferozewala,sheikhupura
chak no. 431 j.b, gojra, toba tek singh,,"['FW Centre Chak No . 431/JB, Toba Tek Singh District, 36120, Pakistan', 0.0, 31.17076, 72.51774]",388 jb,toba tek singh,toba tek singh
chak no. 432/6r, haroonabad, bahawalnagar,,"['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]",8/11.l,chichawatni,sahiwal
chak no. 434g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad
chak no. 437g.b, summundri, faisalabad,,"['Chak 437 GB Nurpur, Faisalabad, Punjab, Pakistan', 0.0, 31.1135424, 73.07225559999999]",chak no. 175,samundri,faisalabad
chak no. 438 j.b, gojra, toba tek singh,,"['Gojra, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.1504688, 72.6811507]",158 gb,gojra,toba tek singh
chak no. 44 j.b, chak jhumra, faisalabad,,"['Chak No 44, Sheikhupura, Punjab, Pakistan', 0.0, 31.7334755, 74.278819]",baoli jamada,ferozewala,sheikhupura
chak no. 44/15-l, mian channu, khanewal,,"['Chak 44/15 L, Khanewal, Punjab, Pakistan', 0.0, 30.4647097, 72.42433510000001]",123/7er,mian channu,khanewal
chak no 44/8, aroop town, gujranwala,,"['Chak No 44, Sheikhupura, Punjab, Pakistan', 0.0, 31.7334755, 74.278819]",baoli jamada,ferozewala,sheikhupura
chak no 44/8, gujranwala, gujranwala,,"['Chak No 44, Sheikhupura, Punjab, Pakistan', 0.0, 31.7334755, 74.278819]",baoli jamada,ferozewala,sheikhupura
chak no. 441g.b, summundri, faisalabad,,"['Chak 441 GB Bhochoki, Faisalabad, Punjab, Pakistan', 0.0, 31.0491758, 73.02798299999999]",chak no. 429,tandlianwala,faisalabad
