,UC_Survey,TEHSIL_Survey,DISTRICT_Survey,Column1,Google API Returned Value,UC_Shape,TEHSIL_Shape,DISTRICT_Shape,UC Match with Returned Address in Google API,Tehsil Match,District Match,fuzzyUC,fuzzyTehsil,fuzzyDistrict,Manaual Tehsil,Manaual District,crossMatchTehsil,crossMatchDistrict
1377,hothla, kahuta, rawalpindi,,"['Hothla, Rawalpindi, Punjab, Pakistan', 0.0, 33.5839024, 73.3421317]",None,kahuta tehsil,rawalpindi,True,False,True,83,86,100,kahuta tehsil,rawalpindi,True,True
1378,hujra city 1, depalpur, okara,,"['Hujra Shah Muqeem, Okara, Punjab, Pakistan', 0.0, 30.7355827, 73.8213213]",rehmat wala,depalpur,okara,False,True,True,50,100,100,depalpur,okara,True,True
1379,hujra city 2, depalpur, okara,,"['Hujra Shah Muqeem, Okara, Punjab, Pakistan', 0.0, 30.7355827, 73.8213213]",rehmat wala,depalpur,okara,False,True,True,50,100,100,depalpur,okara,True,True
1380,hujra city 3, depalpur, okara,,"['Hujra Shah Muqeem, Okara, Punjab, Pakistan', 0.0, 30.7355827, 73.8213213]",rehmat wala,depalpur,okara,False,True,True,50,100,100,depalpur,okara,True,True
1381,husain abad, liaquat pur, rahim yar khan,,"['Liāqatpur, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.9393979, 70.9487357]",chak no 042/abs,liaquat pur,rahim yar khan,False,True,True,24,100,100,liaquat pur,rahim yar khan,True,True
1382,hussain khan wala, kasur, kasur,,"['Hussain Khan Wala, Kasur, Punjab, Pakistan', 0.0, 31.0096393, 74.4129904]",khudian,kasur,kasur,True,True,True,82,100,100,kasur,kasur,True,True
1383,ibrahim wali, muzaffargarh, muzaffargarh,,"['Rohillanwali, Muzaffargarh, Punjab, Pakistan', 0.0, 29.7696203, 71.0646337]",alude wala,muzaffargarh,muzaffargarh,False,True,True,50,100,100,muzaffargarh,muzaffargarh,True,True
1384,ichhra uc, samanabad town, lahore,,"['Ichra, Lahore, Punjab 54000, Pakistan', 0.0, 31.5364156, 74.31810589999999]",ichhra,lahore,lahore,False,False,True,80,17,100,lahore,lahore,True,True
1385,ihsan pur, kot addu, muzaffargarh,,"['Ehsan Pur, Muzaffargarh, Punjab, Pakistan', 0.0, 30.6472257, 70.9517078]",ehsanpur,kot addu,muzaffargarh,False,True,True,78,100,100,kot addu,muzaffargarh,True,True
1386,ikhlas pur, shakargarh, narowal,,"['Ikhlas Pur, Narowal, Punjab, Pakistan', 0.0, 32.2598593, 75.3106062]",wali pur bur,shakargarh,narowal,True,True,True,80,100,100,shakargarh,narowal,True,True
1387,imambarra, rawalpindi, rawalpindi,,"['Imam Barra Rd, Rawalpindi, Punjab, Pakistan', 0.0, 33.6240467, 73.0590763]",waris khan,rawalpindi tehsil,rawalpindi,False,False,True,78,91,100,rawalpindi tehsil,rawalpindi,True,True
1388,imli mooti, depalpur, okara,,"['Depalpur, Okara, Punjab, Pakistan', 0.0, 30.6769981, 73.6477342]",qila javed s,depalpur,okara,False,True,True,12,100,100,depalpur,okara,True,True
1389,iqbal nagar, faisalabad city, faisalabad,,"['Faisalabad, Punjab, Pakistan', 0.0, 31.45036619999999, 73.13496049999999]",chak no. 202,faisalabad saddar,faisalabad,False,False,True,50,69,100,faisalabad city,faisalabad,False,True
1390,iqbal nagar, multan city, multan,,"['Iqbal Nagar, Multan, Punjab, Pakistan', 0.0, 30.1849866, 71.4796552]",unknown_1,multan city,multan,True,True,True,82,100,100,multan city,multan,True,True
1391,iqbal town, faisalabad city, faisalabad,,"['Iqbal Town, Faisalabad, Punjab, Pakistan', 0.0, 31.447114, 73.05454759999999]",chak no. 195,faisalabad saddar,faisalabad,True,False,True,80,69,100,faisalabad city,faisalabad,False,True
1392,islam abad, kabirwala, khanewal,,"['Islamabad, Islamabad Capital Territory, Pakistan', 0.0, 33.6844202, 73.04788479999999]",Not Found,Not Found,Not Found,False,False,False,89,0,22,kabirwala,khanewal,False,False
1393,islam naghar, faisalabad city, faisalabad,,"['Islam Nagar, Faisalabad, Punjab, Pakistan', 0.0, 31.4390338, 73.08701119999999]",faisalabad c,faisalabad city,faisalabad,False,True,True,82,100,100,faisalabad city,faisalabad,True,True
1394,islamia park, faisalabad city, faisalabad,,"['Islamia Park, Faisalabad, Punjab, Pakistan', 0.0, 31.4366701, 73.1002905]",faisalabad c,faisalabad city,faisalabad,True,True,True,83,100,100,faisalabad city,faisalabad,True,True
1395,islampura uc, data gb town, lahore,,"['Islampura, Lahore, Punjab 54000, Pakistan', 0.0, 31.5643252, 74.298621]",sanda khurd,lahore,lahore,False,False,True,89,17,100,lahore,lahore,True,True
1396,istaqlal abad 22, sargodha, sargodha,,"['22 Block Sargodha, Punjab, Pakistan', 0.0, 32.089887, 72.6694418]",52 sb,sargodha,sargodha,False,True,True,25,100,100,sargodha,sargodha,True,True
1397,jaba, jand, attock,,"['Jand, Attock, Punjab, Pakistan', 0.0, 33.4364645, 72.0171862]",longar,jand,attock,False,True,True,25,100,100,jand,attock,True,True
1398,jabana, lalian, chiniot,,"['Jabana, Jhang, Punjab, Pakistan', 0.0, 31.7824321, 72.8205292]",kanven wala,chiniot,chiniot,True,False,True,83,29,100,lalian,chiniot,False,True
1399,jabi, khushab, khushab,,"['Jabbi Shareef, Khushab, Punjab, Pakistan', 0.0, 32.391416, 72.09273739999999]",jabbi,quaidabad,khushab,False,False,True,75,38,100,khushab,khushab,False,True
1400,jabi shah dilawar, tala gang, chakwal,,"['Jabbi Shah Dilawer, Chakwal, Punjab, Pakistan', 0.0, 33.0938028, 71.9912574]",jabbi shah d,talagang,chakwal,False,False,True,76,88,100,talagang,chakwal,True,True
1401,jaffar abad, depalpur, okara,,"['Sharif Abad Rd, Okara, Punjab, Pakistan', 0.0, 30.5542741, 73.661659]",bonga saleh,depalpur,okara,False,True,True,55,100,100,depalpur,okara,True,True
1402,jago wala chak no. 4, chunian, kasur,,"['Jagowala, Gujranwala, Punjab, Pakistan', 0.0, 31.9832869, 73.8639594]",naushera vir,naushera virkan,gujranwala,False,False,False,88,50,17,chunian,kasur,False,False
1403,jahadryan, shahpur, sargodha,,"['Shahpur, Sargodha, Punjab, Pakistan', 0.0, 32.2877732, 72.4287734]",sandral,khushab,khushab,False,False,False,43,43,31,shahpur,sargodha,False,False
1404,jalal balgan, aroop town, gujranwala,,"['Jalal Balagan, Sialkot, Punjab, Pakistan', 0.0, 32.3047281, 74.2289376]",chahil kalan,gujranwala saddar,gujranwala,False,False,True,83,27,100,gujranwala saddar,gujranwala,True,True
1405,jalal balgan, gujranwala, gujranwala,,"['Jalal Balagan, Sialkot, Punjab, Pakistan', 0.0, 32.3047281, 74.2289376]",chahil kalan,gujranwala saddar,gujranwala,False,False,True,83,91,100,gujranwala city,gujranwala,False,True
1406,jalal nau, nankana sahib, nankana sahib,,"['Nankana Sahib, Punjab, Pakistan', 0.0, 31.449151, 73.712479]",walgon machr,nankana sahib,sheikhupura,False,True,False,44,100,27,nankana sahib,sheikhupura,True,True
1407,jalal pur, shahpur, sargodha,,"['Jalalpur Pirwala, Multan, Punjab, Pakistan', 0.0, 29.5164597, 71.2220832]",darab pur,jalalpur pirwala,multan,False,False,False,78,50,17,shahpur,sargodha,False,False
